genres,original_title,overview,release_date,popularity,poster_path,runtime,directors,title_y
Comedy,Erreur de la banque en votre faveur,"After working with the bank for a long time, Julien decides to open a restaurant with his best friend. Unfortunately, when the bank refuses to grant him a loan, he comes up with a plan.",2009-04-08,2.996,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/zKLakpEBDrcU3NoNuU0U5OBY8Vw.jpg,98,"Gérard Bitton, Michel Munz","Erreur de la banque en votre faveur, Erreur de la banque"
Drama,35 Rhums,"Lionel, a widower, has raised his daughter, Josephine, on his own since she was young. The two are used to living alone, depending solely on one another. But, now that Josephine is older, Lionel is beginning to realize they cannot stay isolated forever.",2009-02-18,4.126,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/fvoUX74RTx6KU9Fc9jtVrj7ArBJ.jpg,100,Claire Denis,35 rhums
"Drama, Romance",Romance,"Although deeply in love with her boyfriend — and indeed sleeping in the same bed with him — a schoolteacher cannot handle the almost complete lack of intimacy he will allow. Increasingly frustrated, she gradually finds her sexual appetites leading her into ever more risky situations, including a developing one with the headmaster.",1999-04-14,42.743,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/wwjIHZdrozHHfM54ieDlz0VRXCS.jpg,99,Catherine Breillat,Romance
"Drama, History",Notre musique,"Divided into three “kingdoms” — Enfer (Hell), Purgatoire (Purgatory) and Paradis (Paradise) — Notre Musique is an indictment of modern times.",2004-05-19,2.418,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/v0oUMY5oBuGxJEL7AZD3T7CUW9k.jpg,80,Jean-Luc Godard,Notre musique
"Action, Crime, Thriller",From Paris with Love,"James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig—working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realises that Charlie may be his only hope of survival.",2010-02-04,22.245,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/poVoLKLxUqsTLSntA40Po2F78dZ.jpg,92,Pierre Morel,From Paris with Love
"Drama, Romance",The Pillow Book,A woman with a body writing fetish seeks to find a combined lover and calligrapher.,1996-10-11,8.239,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/gQlv9t0522IBEOctwJph92amVyG.jpg,126,Peter Greenaway,The Pillow Book
"Thriller, Drama",Les Insoumis,"A grizzled Parisian detective is sent to an outpost town in Southern France to dismantle a gang of killers which has freed a notorious criminal. The detective inherits a team of unmotivated and dishevelled detectives, and he makes connections nobody else ever saw because nobody else bothered to look. A mysterious, charismatic figure, he leads by example, and gradually his team begins to feel like cops again.",2008-06-11,1.297,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/9SvsQjHVy6VeIofdblQHF2gFfTC.jpg,100,Claude-Michel Rome,"Les insoumis, Main courante"
Comedy,RTT,"When Florence, his companion of five years, shocks him with the news that she's leaving him, moving to Miami and marrying another man, Arthur loses it.  He follows Florence to all the way to Florida with plans to stop the wedding, which is set to take place in just a few days.  Along the way, he crosses paths with Emilie, who is also heading to Miami, but unlike Arthur, is wanted by the police.  As a result, Arthur gets stuck on an adventure he definitely never expected.",2009-12-09,5.023,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/qB5yqRLiLvcspXVZ88l7QYpJeOZ.jpg,88,Frédéric Berthe,RTT
"Drama, Thriller",Twentynine Palms,"David, an independent photographer, and Katia, an unemployed woman, leave Los Angeles, en route to the southern California desert, where they search a natural set to use as a backdrop for a magazine photo shoot. They find a motel in the town of Twentynine Palms and spend their days in their sport-utility vehicle, discovering the Joshua Tree Desert, and losing themselves on nameless roads and trails. Frantically making love all the time and almost everywhere, they regularly fight, then kiss and make up, with little else going on in their empty relationship and quite ordinary daily life--until something horrible and hideous brutally puts an end to their trip.",2003-09-17,7.148,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/4Ukiv6PYhlH8Ah4pBtFzijhrQgZ.jpg,114,Bruno Dumont,Twentynine Palms
Comedy,Neuilly sa Mère !,Samy moves from the underdeveloped crime-ridden French suburb to the riches of Neuilly.,2009-08-12,5.101,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/XLNEeGnPhazwU0GuEuJMShGUvS.jpg,90,Gabriel Julien-Laferrière,Neuilly sa mère !
Drama,Les diables,The story of the struggle of an autistic girl and her brother trying to survive without their parents.,2002-09-11,3.381,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/aesSCsKOoiy5CWXVitmOJffLsbl.jpg,105,Christophe Ruggia,Les diables
Drama,Brodeuses,"French drama, the debut film from writer-director Eléonore Faucher. Teenager Claire (Lola Naymark) discovers she is pregnant and decides to keep it a secret. Abandoning her dead-end supermarket job, she is taken on as an apprentice by couturiere Madame Mélikian (Ariane Ascaride), who is grieving over the death of her own child. As the two women work together, they soon develop a supportive and fam",2004-05-14,2.289,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/j9mUn7MfTUWdM4VthTcTPQE4Bdo.jpg,89,Éléonore Faucher,"Brodeuse, Brodeuses"
"Drama, Romance",Les Roseaux sauvages,"As the Algerian War draws to a close, a teenager with a girlfriend starts feeling homosexual urges for two of his classmates: a country boy, and a French-Algerian intellectual.",1994-06-01,6.906,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/31lBDXmmg0p7mXkSZaM9kfHbY0d.jpg,115,André Téchiné,Les roseaux sauvages
"Drama, Romance, Comedy",Afterglow,A handyman with marital problems meets a housewife with the same.,1997-12-26,3.865,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/l1oF4ef36A4EuJFtSZ4X2mXfT03.jpg,119,Alan Rudolph,L'amour... et après
"Family, Animation",T'choupi,"Accompanied by his extraordinary confidant Doudou, T'choupi discovers with wonder the small village of the seaside where he will live. The beautiful days of summer, the beach, freedom - Very quickly, the holidays are rich in encounters and adventures. He shares with Doudou all the events of his life, where joy and jealousy mingle; the family is growing, T'choupi now has a little sister, Fanny. But a mysterious shadow disturbs the happiness of the village children by stealing their favorite toys. With Pilou and Lalou, his new friends, T'choupi will conduct a thrilling investigation to unmask the culprit.",2004-04-07,1.134,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/p5dPk9rWDIMGTVtunyziWFPz3lq.jpg,70,Jean-Luc François,"T'choupi, Le mystère des jouets, T'choupi, le film"
Drama,La Vie de Jésus,Twenty-something Freddy is becalmed in a podunk French village where the only sign of life is the local amateur brass band and youth aimlessly roaming around the countryside on scooters. He has an intense sexual connection with his girlfriend but has no joy or passion to give her. When she falls for a handsome Arab youth a tragedy unfolds.,1997-06-04,5.721,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/mY7yWPN61wqpCIGVtNjInGidyJk.jpg,96,Bruno Dumont,La Vie de Jésus
Drama,Douches froides,"Mickael's family is struggling (they don't have enough money to pay for hot water) however his life is full with Judo and his girlfriend Venessa. Then Mickael makes a decision to open up his relationship to include Clement his rich-kid Judo partner, starting a chain of events.",2005-05-14,4.874,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/1HUs9fPyWTilPrTCvyJVCzn0eVX.jpg,102,Antony Cordier,Douches froides
"Romance, Drama",Presque rien,"Story of two gorgeous, young French boys who begin a passionate relationship that boils over and threatens to destroy both their lives. Shy 18-year-old Mathieu is on summer vacation in the south of France. He spends his days lazily sunning himself at the beach, until he spies the handsome Cédric and falls in love.",2000-06-07,6.156,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/x04Oo0CKJNA0TlilWR0o5gY9sr1.jpg,94,Sébastien Lifshitz,Presque rien
"Drama, Comedy",Ma vie en rose,"Seven year old Ludovic (Ludo) is transgender and believes god has made a mistake. Assigned male, the film follows her difficult journey to get her family to see what seems obvious to her - that she is a girl.",1997-05-28,6.467,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/4SwZaSDy1DR80QXKdvp6iSTawK2.jpg,88,Alain Berliner,Ma vie en rose
Drama,Faites comme si je n'étais pas là,"Student Eric kills time by spying on his neighbors. Compulsively taking notes on everything within binocular range from his bedroom window, he harasses his neighbors by sending unsigned notes and making their private affairs public. When they discover his identity and draw him in, will this release him from his solitude, or confirm in his mind that he will always be the outsider?",2001-01-17,1.935,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/hURhha05tdp8hTbKD1HRrylDapC.jpg,101,Olivier Jahan,Faites comme si je n'étais pas là
Drama,Le souffle,"David is a troubled city boy, being looked after by his uncle on a farm. He is initiated into the drunken partying of the village and stumbles off drunk to find his friend Matthieu and cell-playing girlfriend in the forest. There he finds a brutal and horrifying outlet that will change his life forever...",2001-11-07,1.094,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/kVxQdbRMHKpWrO8v0lAe08JSTPl.jpg,77,Damien Odoul,Le souffle
Drama,Ma vraie vie à Rouen,"Etienne is crazy about ice skating and videoing his daily life with a digital camera. He records his mother, friends, and geography teacher. Initially his intention is to setup a date between his mother and his teacher, however, he starts to realize that he is infatuated with the teacher himself.",2003-02-26,1.531,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/kmmViolNp6xg3udvirmKbaAdxOo.jpg,102,"Olivier Ducastel, Jacques Martineau",Ma vraie vie à Rouen
"Thriller, Crime, Drama",Mauvais genres,Bo is a transexual prostitute in Brussels who left home after being abused by her father. She's infuatuated with a neighbor and suspected by the police in a series of transexual murders. In order to clear herself she must turn detective.,2001-08-08,1.152,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/e2AuYdCgCoDsgeLtGIfG9zzBFqG.jpg,105,Francis Girod,"Mauvais genres, Transfixions"
"Comedy, Romance","Dieu est grand, je suis toute petite","Michèle, 20 years old, feels terrible after having broken up with her boy-friend. She meets Francois, who's a veterinarian and jewish. Michèle decides to convert into Judaism because she has to believe in something, if not in someone.",2001-09-26,1.62,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/aPJnTgKnPOxhiYxt3WRJzoSLOEk.jpg,100,Pascale Bailly,"Dieu est grand, je suis toute petite"
"Action, Science Fiction, Adventure",Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",2010-07-15,77.103,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/edv5CZvWj09upOsy2Y6IwDhK8bt.jpg,148,Christopher Nolan,Inception
"Drama, Horror, Romance",Forget Me Not,"It's graduation weekend, and Sandy Channing, the popular class president of her small-town high school, should be enjoying the time of her life. But when her friends start disappearing, Sandy discovers they have unwittingly awakened the vengeful spirit of a girl they wronged long ago. Fighting for her sanity, Sandy must unlock a dark secret from her own past before it's too late.",2009-10-22,7.099,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/jDux50AIllCTIeAwg8wJ32oN1EE.jpg,103,Tyler Oliver,Souviens-toi
Comedy,Poltergay,"Marc and Emma move into a new house but have no idea that their basement was a gay nightclub. To make matters worse, the club was destroyed by fire, and now the house is haunted by the ghosts of five gay clubbers.",2006-10-25,5.676,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/4POmYYaHJSHUWGmDG3QPUv2crbP.jpg,93,Eric Lavaine,Poltergay
"Action, Thriller",The Peacekeeper,"When a terrorist group steals the US President's personal communications computer for launching the US arsenal in case of war, only a heroic Major has the key to prevent a Presidential assassination or a nuclear holocaust.",1997-08-22,4.662,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/6QBjzPscdNshlskkzw2fDXfLC1q.jpg,98,Frédéric Forestier,État d'urgence
"Comedy, Drama, Science Fiction",CQ,"A young filmmaker in 1960s Paris juggles directing a cheesy sci-fi debacle, directing his own personal art film, coping with his crumbling relationship with his girlfriend, and a new-found infatuation with the sci-fi film's starlet.",2001-05-12,6.405,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/aFAPOT77Jh7lNWYtojC6nxi4CpJ.jpg,88,Roman Coppola,CQ
"Action, Comedy, Crime",Micmacs à tire-larigot,"While standing in the doorway of the video shop where he works, Bazil is inadvertently shot in the head. Now homeless and jobless, he is taken in by a troupe of misfits who live in a giant mound of trash. There Bazil begins his quest for revenge against the people who produced the gun that shot him.",2009-10-28,6.999,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/tU5oKpfIjUlI2fYpG7RCNObfHwi.jpg,100,Jean-Pierre Jeunet,Micmacs à tire-larigot
"Action, Adventure, Drama, Family",Far from Home: The Adventures of Yellow Dog,"Teenager Angus adopts a stray dog and names him Yellow. Several days later, while travelling along the coast of British Columbia with Angus's father, John, the boy and dog become stranded when turbulent waters capsize their boat. Angus's parents relentlessly badger rescue teams. Angus, schooled by his father in wilderness survival skills, and assisted by the intelligent Yellow Dog, tries to attract rescuers.",1995-01-13,6.987,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/bGSXHkITArICNipXJHdRZRFhmmA.jpg,87,Phillip Borsos,Loin de la maison
"Comedy, Drama, Romance",La Vie de Bohème,"Three penniless artists become friends in modern-day Paris: Rodolfo, an Albanian painter with no visa, Marcel, a playwright and magazine editor with no publisher, and Schaunard, a post-modernist composer of execrable noise.",1992-02-27,5.344,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/wBd8ZCQY3uW1dDLIzXwAmHsvB5B.jpg,103,Aki Kaurismäki,La vie de bohème
Thriller,Picture Claire,"Quebec native Claire Beaucage has a one-night stand with a photographer of some renown. Despite the language barrier between them, he invites her to visit him in Toronto. She shows up on his doorstep after an arson attack leaves her homeless, but soon finds herself caught up in a case of murder and mistaken identity.",2001-09-10,4.325,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/2wEsMBXd4GlEhwF2Kpo6jU35fn.jpg,91,Bruce McDonald,Identité suspecte
"Drama, Romance",Est-Ouest,"June 1946: Stalin invites Russian emigres to return to the motherland. It's a trap: when a ship-load from France arrives in Odessa, only a physician and his family are spared execution or prison. He and his French wife (her passport ripped up) are sent to Kiev. She wants to return to France immediately; he knows that they are captives and must watch every step.",1999-09-01,2.752,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/c1Uf4HC5WEcssVoOm48Bfzn7Wmk.jpg,121,Régis Wargnier,[Est]Ouest
"Horror, Drama",Gradiva (C'est Gradiva qui vous appelle),An English historian travels to Morocco to work on a study of the painter Delacroix. He hears of a rare series of engravings and embarks on a search for them that takes him through the mysterious streets of the ancient medina. He becomes obsessed with the figure of a beautiful blond woman dressed in white that he sees there. but it appears that she may have died years before.,2007-05-09,1.402,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/eIIlrV929ON58XloD3HMpQGmo4F.jpg,115,Alain Robbe-Grillet,Gradiva
"Comedy, Horror",Blood Dolls,"Virgil, an eccentric freak billionaire, spends his days being a ""biological inventor."" The ""blood dolls,"" his newest creation, aid him in getting revenge on those who betrayed him.",1999-08-31,2.893,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/iaY1mAjoWqj3wpmPt7APj5RrNR8.jpg,84,Charles Band,Blood Dolls
"Drama, Romance",En la ciudad de Sylvia,A man returns to a city to try to track down a woman he met six years earlier.,2007-09-14,3.2,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/sr9d1gPHIrCs6MMdKUkZNgqghMO.jpg,82,José Luis Guerín,Dans la ville de Sylvia
"Romance, Drama, Music, War",The Man Who Cried,A young refugee travels from Russia to America in search of her lost father and falls in love with a gypsy horseman.,2000-08-29,8.779,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/jaiCqTukSGXFw89GI8v4HPjjjI4.jpg,96,Sally Potter,The man who cried - Les larmes d'un homme
"Thriller, Mystery",Exam,The final candidates for a highly desirable corporate job are locked together in an exam room and given a test so simple and confusing that tension begins to unravel.,2009-06-19,13.306,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/i1J2zBCyOQJKsQipqJ0qXERC1Ma.jpg,101,Stuart Hazeldine,Exam
"Drama, Romance",Bright Star,"In 1818, high-spirited young Fanny Brawne finds herself increasingly intrigued by the handsome but aloof poet John Keats, who lives next door to her family friends the Dilkes. After reading a book of his poetry, she finds herself even more drawn to the taciturn Keats. Although he agrees to teach her about poetry, Keats cannot act on his reciprocated feelings for Fanny, since as a struggling poet he has no money to support a wife.",2009-11-05,9.793,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/csN6y4nq2kaBiegHaGw0DGp4plf.jpg,119,Jane Campion,Bright Star
"Drama, Romance, War",Death in Love,"Death in Love is a psychosexual-thriller about a love affair between a Jewish woman and a doctor overseeing human experimentation at a Nazi German concentration camp, and the impact this has on her sons' lives in the 1990s.",2008-07-17,5.523,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/bhHslpe5QunkPS6CbWj3zrDRkY9.jpg,97,Boaz Yakin,Les ombres du passé
"War, Drama, History",L'Armée du crime,"This gripping historical drama recounts the story of Armenian-born Missak Manouchian, a woodworker and political activist who led an immigrant laborer division of the Parisian Resistance on 30 operations against the Nazis in 1943. The Nazis branded the group an Army of Crime, an anti-immigrant propaganda stunt that backfired as the team's members became martyrs for the Resistance.",2009-09-16,6.3,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/jWlDUuOi1GiCjauunAR2OuDDkst.jpg,139,Robert Guédiguian,L'armée du crime
Adventure,Robin Hood,The Swashbuckling legend of Robin Hood unfolds in the 12th century when the mighty Normans ruled England with an iron fist.,1991-05-13,8.426,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/3wvHxskniqALjqFBjHn6xPbUvzj.jpg,104,John Irvin,Robin des Bois
"Thriller, Crime, Drama",The Lost Son,"Xavier Lombard is a world-weary private eye in London, in exile from his native Paris; his best friend is Nathalie, a high-class call girl. He gets a call from an old friend from the Paris police department, now a businessman whose brother-in-law is missing. The missing man's parents hire Xavier over their daughter's objections, and quickly he finds himself in the realm of children's sexual slavery.",1999-06-25,1.981,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/u0o1rcBNWIw9JGRZDAwFi71bcHz.jpg,102,Chris Menges,The Lost Son
"Drama, Romance, War",Code inconnu,"A series of events unfold like a chain reaction, all stemming from a minor event that brings the film's five characters together. Set in Paris, France, Anne is an actress whose boyfriend Georges photographs the war in Kosovo. Georges' brother, Jean, is looking for the entry code to Georges' apartment. These characters' lives interconnect with a Romanian immigrant and a deaf teacher.",2000-11-15,7.466,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/kJJx2FNmiaep8WT21uMPY9qPzxL.jpg,118,Michael Haneke,"Projet inconnu, Code inconnu"
"Action, Thriller, Horror",Vertige,"A group of friends on a climbing vacation ignore warnings that the mountains are closed and start their ascent anyway. Collapsing bridges, bear traps and other dangers threaten to splinter the group… when the real hell begins and an unseen villain begins picking them off one by one.",2009-06-24,17.478,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/sbZEfldNNGOBxEs81LFoUwLh8LV.jpg,90,Abel Ferry,"Vertige, Ferrata"
"Drama, Romance",Sweet Land,"Set in 1920, Inge travels from Germany to rural Minnesota in order to meet the man destined to be her husband.",2005-10-21,5.11,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/qYxbJ0pWyuRBqVXrrhaDQnFAsNN.jpg,110,Ali Selim,Sweet Land
"Comedy, Drama",Stupeur et tremblements,"Amélie, a young Belgian woman, having spent her childhood in Japan, decides to return to live there and tries to integrate in the Japanese society. She is determined to be a ""real Japanese"" before her year contract runs out, though it precisely this determination that is incompatable with Japanese humility. Though she is hired for a choice position as a translator at an import/export firm, her inability to understand Japanese cultural norms results in increasingly humiliating demotions. Though Amelie secretly adulates her, her immediate supervisor takes sadistic pleasure in belittling her all along. She finally manages to break Amelie's will by making her the bathroom attendant, and is delighted when Amelie tells her the she will not renew her contract. Amelie realizes that she is finally a real Japanese when she enters the company president's office ""with fear and trembling,"" which could only be possible because her determination was broken by Miss Fubuki's systematic torture.",2003-03-12,7.232,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/42IOjOSnZAfXIKMtfI7alpLEMmX.jpg,107,Alain Corneau,Stupeur et tremblements
"Drama, War, Music",Taking Sides,"One of the most spectacular and renowned conductors of the 1930s, Wilhelm Furtwangler's reputation rivaled that of Toscanini's. After the war, he was investigated as part of the Allies' de-Nazification programme. In the bombed-out Berlin of the immediate post-war period, the Allies slowly bring law and order to bear on an occupied Germany. An American major is given the Furtwangler file, and is told to find everything he can and to prosecute the man ruthlessly. Tough and hard-nosed, Major Steve Arnold sets out to investigate a world of which he knows nothing.",2001-01-01,4.588,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/8u4rFSYUE4cMIas85JaowBXxl52.jpg,108,István Szabó,Taking sides - Le cas Furtwängler
"Action, Crime, Thriller",Diamant 13,"A cop goes up against his lifelong friend, who has become one of the city's biggest drug traffickers.",2009-06-21,3.254,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/m5puoNVUuzvOf5gdnLBFRcVTsus.jpg,102,Gilles Béhat,Diamant 13
Documentary,Genesis,"An African narrator tells the story of earth history, the birth of the universe and evolution of life. Beautiful imagery makes this movie documentary complete.",2004-09-26,4.381,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/qUE0m4qzNoefxKfrkPEW2dHEPzm.jpg,77,"Claude Nuridsany, Marie Pérennou",Genesis
Comedy,Le Petit Nicolas,"Nicolas has a happy existence, parents who love him, a great group of friends with whom he has great fun, and all he wants is that nothing changes. However, one day, he overhears a conversation that leads him to believe that his life might change forever, his mother is pregnant! He panics and envisions the worst.",2009-09-30,11.907,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/zOsPAIRyknuPhYpFV0nTzbVLlgM.jpg,91,Laurent Tirard,Le petit Nicolas
"Comedy, Drama","Non Ma Fille, Tu N'iras Pas Danser","Ever since she broke up with Nigel, Lena soldiers on through life as best she can with her two kids. She valiantly overcomes the obstacles put in her way. But she has yet to confront the worst of them: Her unstoppable family has decided, by any means necessary, to make her happy.",2009-09-02,1.524,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/fG0KSmDxcU6ynnaWt3qrK1WXXVM.jpg,105,Christophe Honoré,"Non ma fille, tu n'iras pas danser"
"Mystery, Crime, Drama",A Londoni férfi,A switchman at a seaside railway witnesses a murder but does not report it after he finds a suitcase full of money at the scene of the crime.,2007-05-23,3.725,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/poBhgpN4fJfzaRuG4wMLah3rHLw.jpg,139,"Béla Tarr, Ágnes Hranitzky",L'homme de Londres
Drama,Betty,"Drunk, Betty is feeling worse and worse, the previous evening is slowly coming back to her: her husband and her husband's family had criticized her harshly, had sent her away. But Betty hadn't wanted to get married in the first place. She knows that she always ruined everything, that she drinks to much, that she has had several affairs. Laure, who is taking care of her, suggests that Betty stay with her in the hotel where she lives, as long as Betty would like. Laure, too, finds solace and companionship in alcohol.",1992-02-19,3.955,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/oUaXFUipehFG5Z32hEbIYTLYU0y.jpg,103,Claude Chabrol,Betty
"Drama, Romance",Quand j'étais chanteur,Alain Moreau sings for one of the few remaining dance-bands in Clermont-Ferrand. Though something of an idol amongst his female audience he has a melancholic awareness of the slow disappearance of that audience and of his advancing years. He is completely knocked off balance when he meets strikingly attractive and much younger businesswoman Marion. She seems distant and apparently otherwise involved but soon shows quiet signs of reciprocating his interest.,2006-09-13,2.991,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/q2mwJ10bTevPwI7Sze4EP5XYxTm.jpg,112,Xavier Giannoli,Quand j'étais chanteur
Documentary,Ni vieux ni traîtres,Pierre Carles and Georges Minangoy go to meet former French and Catalan partisans engaged in the anti-Franco anarchist struggle of the 1970s.,2006-01-01,0.6,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/wTbG8U99ahPmD1FXVNYGp8fSJ9b.jpg,100,"Pierre Carles, Georges Minangoy",Ni vieux ni traîtres
"Comedy, Mystery",Mon petit doigt m'a dit...,The Beresfords investigate mysterious deaths at an old people's home.,2005-04-13,4.716,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/nXLvN2bESWpNZja5kFsZJ1wfDzJ.jpg,105,Pascal Thomas,Mon petit doigt m'a dit...
"Comedy, Drama",Les convoyeurs attendent,"Roger Closset is a man who obviously loves his family, though that doesn't always make them feel better. Dad is an obsessive type with a short fuse and a long list of curious ideas, and his wife and children must often bear the brunt of his eccentricities. Roger works as a reporter, a job he doesn't like which doesn't pay especially well, either. One day, Roger learns an area business association is sponsoring a contest for a family that can break a world record, with the grand prize being a new car. Suddenly, Roger gets a brainstorm -- if his son can open and shut a door 40,000 times in 24 hours, the car will be theirs. 15-year-old Michel, however, is not at all happy to have been drafted into this new responsibility, especially when dad builds a practice door in the backyard and finds a trainer to teach Michel how to open and close it with greatest efficiency.",1999-05-19,2.08,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/1IjpBJXORA8ekNudBjs5j4qpgyp.jpg,94,Benoît Mariage,Les convoyeurs attendent
Drama,Le pressentiment,A Parisian lawyer moves to a working-class neighborhood in an attempt to shed his social conditioning and bourgeois values.,2006-10-04,0.658,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/mXk1b30QwAKv77QgBMmeUEWc31z.jpg,97,Jean-Pierre Darroussin,Le pressentiment
"Drama, Action, Thriller",Le Nouveau protocole,A man investigating his son's death learns some horrific truths about the pharmaceutical industry.,2008-03-19,4.287,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/iTysBWd9ldJ4iNxtr6gwi0Z8lt3.jpg,90,Thomas Vincent,Le nouveau protocole
"Romance, Drama",Ceux qui m'aiment prendront le train,"Friends of a recently painter Jean-Baptiste Emmerich gather at a Paris railroad station for a four-hour journey to Limoges, where Emmerich wanted to be buried. The dozen travelers include art historian François and his lover Louis, who develops an interest in Bruno, whom he meets on a train. Traveling parallel with the train is a station wagon with Jean-Baptiste's body, and this vehicle is driven by Thierry, husband of Catherine, who's on the train with their daughter. François plays a taped interview with Jean-Baptiste, revealing his sexual appeal to both men and women. Lucie is convinced that she was his main love. Also on board is his nephew, Jean-Marie and Jean-Marie's estranged wife Claire. After the funeral in ""Europe's largest cemetery,"" the story continues in the mansion of Jean-Baptiste's brother Lucien.",1998-05-15,1.383,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/iwATSa886QDamfkTG3nHXkCoXPe.jpg,122,Patrice Chéreau,Ceux qui m'aiment prendront le train
"Crime, Drama, Thriller, Comedy",Mon idole,"Bastien, an ambitious young production assistant, catches the attention of Jean-Louis, a producer of high regard, and is granted a shot at his own television show.",2002-12-17,5.949,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/A1XRyCECB4a8prUBMMD4WIObh7f.jpg,110,Guillaume Canet,Mon idole
